,ID Number,Gender,Grade Level,Season,400 Meters,800 Meters,1500 Meters,1600 Meters
30902,14349,M,10th Grade,2005 Outdoor Season                     ,,2:16.7h,,
30903,14349,M,10th Grade,2005 Outdoor Season                     ,,,4:53.3h,
30904,14349,M,10th Grade,2005 Outdoor Season                     ,,,4:51.4h,
30905,14349,M,10th Grade,2005 Outdoor Season                     ,,,4:54.2h,
30906,14350,M,9th Grade,2005 Outdoor Season                     ,1:00.34c,,,
30907,14350,M,9th Grade,2005 Outdoor Season                     ,1:01.44c,,,
30908,14350,M,9th Grade,2005 Outdoor Season                     ,1:00.24c,,,
30909,14350,M,9th Grade,2005 Outdoor Season                     ,59.84c,,,
30910,14350,M,9th Grade,2005 Outdoor Season                     ,59.54c,,,
30911,14350,M,9th Grade,2005 Outdoor Season                     ,58.54c,,,
30912,14351,M,10th Grade,2006 Outdoor Season                     ,,2:26.9h,,
30913,14351,M,10th Grade,2006 Outdoor Season                     ,,2:21.3h,,
30914,14351,M,10th Grade,2006 Outdoor Season                     ,,2:23.0h,,
30915,14351,M,10th Grade,2006 Outdoor Season                     ,,2:26.7h,,
30916,14351,M,10th Grade,2006 Outdoor Season                     ,,,5:03.5h,
30917,14351,M,10th Grade,2006 Outdoor Season                     ,,,5:09.6h,
30918,14351,M,10th Grade,2006 Outdoor Season                     ,,,5:10.7h,
30919,14351,M,10th Grade,2006 Outdoor Season                     ,,,5:02.8h,
30920,14351,M,9th Grade,2005 Outdoor Season                     ,1:02.14c,,,
30921,14351,M,9th Grade,2005 Outdoor Season                     ,,2:23.5h,,
30922,14351,M,9th Grade,2005 Outdoor Season                     ,,2:21.9h,,
30923,14351,M,9th Grade,2005 Outdoor Season                     ,,2:24.0h,,
30924,14351,M,9th Grade,2005 Outdoor Season                     ,,2:17.9h,,
30925,14351,M,9th Grade,2005 Outdoor Season                     ,,2:25.4h,,
30926,14351,M,9th Grade,2005 Outdoor Season                     ,,,4:53.9h,
30927,14351,M,9th Grade,2005 Outdoor Season                     ,,,5:00.1h,
30928,14351,M,9th Grade,2005 Outdoor Season                     ,,,5:08.6h,
30929,14352,M,12th Grade,2006 Outdoor Season                     ,,2:45.6h,,
30930,14352,M,11th Grade,2005 Outdoor Season                     ,,3:04.5h,,
30931,14352,M,11th Grade,2005 Outdoor Season                     ,,2:45.7h,,
30932,14352,M,11th Grade,2005 Outdoor Season                     ,,2:36.5h,,
30933,14352,M,11th Grade,2005 Outdoor Season                     ,,2:42.1h,,
30934,14353,M,12th Grade,2006 Outdoor Season                     ,,2:47.2h,,
30935,14353,M,12th Grade,2006 Outdoor Season                     ,,2:54.8h,,
30936,14353,M,12th Grade,2006 Outdoor Season                     ,,,5:59.9h,
30937,14353,M,11th Grade,2005 Outdoor Season                     ,,2:53.5h,,
30938,14353,M,11th Grade,2005 Outdoor Season                     ,,2:43.6h,,
30939,14353,M,11th Grade,2005 Outdoor Season                     ,,2:34.7h,,
30940,14353,M,11th Grade,2005 Outdoor Season                     ,,,6:02.6h,
30941,14355,M,12th Grade,2008 Outdoor Season                     ,1:00.2h,,,
30942,14355,M,12th Grade,2008 Outdoor Season                     ,1:01.3h,,,
30943,14355,M,12th Grade,2008 Outdoor Season                     ,1:00.7h,,,
30944,14355,M,12th Grade,2008 Outdoor Season                     ,59.5h,,,
30945,14355,M,12th Grade,2008 Outdoor Season                     ,1:00.2h,,,
30946,14355,M,12th Grade,2008 Outdoor Season                     ,1:00.7h,,,
30947,14355,M,12th Grade,2008 Outdoor Season                     ,1:00.1h,,,
30948,14355,M,12th Grade,2008 Outdoor Season                     ,58.8h,,,
30949,14355,M,12th Grade,2008 Outdoor Season                     ,,2:17.51,,
30950,14355,M,12th Grade,2008 Outdoor Season                     ,,2:22.13,,
30951,14355,M,12th Grade,2008 Outdoor Season                     ,,2:15.8h,,
30952,14355,M,12th Grade,2008 Outdoor Season                     ,,2:12.1h,,
30953,14355,M,12th Grade,2008 Outdoor Season                     ,,2:23.1h,,
30954,14355,M,12th Grade,2008 Outdoor Season                     ,,,5:01.5h,
30955,14355,M,12th Grade,2008 Outdoor Season                     ,,,4:56.9h,
30956,14355,M,12th Grade,2008 Outdoor Season                     ,,,5:02.9h,
30957,14355,M,11th Grade,2007 Outdoor Season                     ,1:00.74c,,,
30958,14355,M,11th Grade,2007 Outdoor Season                     ,1:00.6h,,,
30959,14355,M,11th Grade,2007 Outdoor Season                     ,1:00.5h,,,
30960,14355,M,11th Grade,2007 Outdoor Season                     ,1:01.2h,,,
30961,14355,M,11th Grade,2007 Outdoor Season                     ,59.0h,,,
30962,14355,M,11th Grade,2007 Outdoor Season                     ,60.0h,,,
30963,14355,M,11th Grade,2007 Outdoor Season                     ,,2:17.8h,,
30964,14355,M,11th Grade,2007 Outdoor Season                     ,,2:17.6h,,
30965,14355,M,11th Grade,2007 Outdoor Season                     ,,2:11.7h,,
30966,14355,M,11th Grade,2007 Outdoor Season                     ,,2:15.2h,,
30967,14355,M,11th Grade,2007 Outdoor Season                     ,,2:15.2h,,
30968,14355,M,11th Grade,2007 Outdoor Season                     ,,2:17.8h,,
30969,14355,M,11th Grade,2007 Outdoor Season                     ,,2:17.0h,,
30970,14355,M,11th Grade,2007 Outdoor Season                     ,,,4:58.2h,
30971,14355,M,11th Grade,2007 Outdoor Season                     ,,,4:55.72,
30972,14355,M,11th Grade,2007 Outdoor Season                     ,,,4:52.8h,
30973,14355,M,10th Grade,2006 Outdoor Season                     ,,2:18.5h,,
30974,14355,M,10th Grade,2006 Outdoor Season                     ,,2:25.6h,,
30975,14355,M,10th Grade,2006 Outdoor Season                     ,,2:21.4h,,
30976,14355,M,10th Grade,2006 Outdoor Season                     ,,2:16.0h,,
30977,14355,M,10th Grade,2006 Outdoor Season                     ,,2:19.9h,,
30978,14355,M,10th Grade,2006 Outdoor Season                     ,,,5:07.3h,
30979,14355,M,10th Grade,2006 Outdoor Season                     ,,,4:54.7h,
30980,14355,M,10th Grade,2006 Outdoor Season                     ,,,4:57.4h,
30981,14355,M,10th Grade,2006 Outdoor Season                     ,,,4:55.6h,
30982,14355,M,9th Grade,2005 Outdoor Season                     ,,2:31.6h,,
30983,14355,M,9th Grade,2005 Outdoor Season                     ,,2:32.9h,,
30984,14355,M,9th Grade,2005 Outdoor Season                     ,,2:29.4h,,
30985,14355,M,9th Grade,2005 Outdoor Season                     ,,2:29.4h,,
30986,14355,M,9th Grade,2005 Outdoor Season                     ,,2:27.0h,,
30987,14355,M,9th Grade,2005 Outdoor Season                     ,,,5:26.0h,
30988,14357,M,11th Grade,2007 Outdoor Season                     ,1:14.0h,,,
30989,14357,M,11th Grade,2007 Outdoor Season                     ,1:14.8h,,,
30990,14357,M,11th Grade,2007 Outdoor Season                     ,,3:04.1h,,
30991,14357,M,11th Grade,2007 Outdoor Season                     ,,3:11.96,,
30992,14357,M,11th Grade,2007 Outdoor Season                     ,,3:02.9h,,
30993,14357,M,11th Grade,2007 Outdoor Season                     ,,2:59.4h,,
30994,14357,M,11th Grade,2007 Outdoor Season                     ,,2:56.1h,,
30995,14357,M,11th Grade,2007 Outdoor Season                     ,,2:51.2h,,
30996,14357,M,10th Grade,2006 Outdoor Season                     ,,2:58.1h,,
30997,14357,M,10th Grade,2006 Outdoor Season                     ,,2:50.1h,,
30998,14357,M,9th Grade,2005 Outdoor Season                     ,,2:35.0h,,
30999,14357,M,9th Grade,2005 Outdoor Season                     ,,2:38.0h,,
31000,14357,M,9th Grade,2005 Outdoor Season                     ,,2:44.0h,,
31001,14357,M,9th Grade,2005 Outdoor Season                     ,,2:37.7h,,
31002,14357,M,9th Grade,2005 Outdoor Season                     ,,2:37.9h,,
31003,14357,M,9th Grade,2005 Outdoor Season                     ,,,5:31.0h,
31004,14357,M,9th Grade,2005 Outdoor Season                     ,,,5:26.8h,
31005,14379,M,9th Grade,2005 Outdoor Season                     ,,5:00.0h,,
31006,14382,M,10th Grade,2006 Outdoor Season                     ,55.84c,,,
31007,14382,M,10th Grade,2006 Outdoor Season                     ,NT,,,
31008,14382,M,10th Grade,2006 Outdoor Season                     ,55.64c,,,
31009,14383,M,11th Grade,2006 Outdoor Season                     ,58.94c,,,
31010,14383,M,11th Grade,2006 Outdoor Season                     ,DQ,,,
31011,14383,M,10th Grade,2005 Outdoor Season                     ,1:02.84c,,,
31012,14383,M,10th Grade,2005 Outdoor Season                     ,1:04.34c,,,
31013,14383,M,10th Grade,2005 Outdoor Season                     ,1:01.94c,,,
31014,14383,M,10th Grade,2005 Outdoor Season                     ,1:00.04c,,,
31015,14383,M,10th Grade,2005 Outdoor Season                     ,58.84c,,,
31016,14383,M,10th Grade,2005 Outdoor Season                     ,1:03.04c,,,
31017,14383,M,10th Grade,2005 Outdoor Season                     ,1:02.54c,,,
31018,14385,M,11th Grade,2007 Outdoor Season                     ,58.24c,,,
31019,14385,M,11th Grade,2007 Outdoor Season                     ,56.66,,,
31020,14385,M,11th Grade,2007 Outdoor Season                     ,58.14c,,,
31021,14385,M,11th Grade,2007 Outdoor Season                     ,57.26,,,
31022,14385,M,10th Grade,2006 Outdoor Season                     ,1:00.14c,,,
31023,14385,M,10th Grade,2006 Outdoor Season                     ,57.54c,,,
31024,14385,M,10th Grade,2006 Outdoor Season                     ,57.84c,,,
31025,14385,M,10th Grade,2006 Outdoor Season                     ,57.44c,,,
31026,14385,M,10th Grade,2006 Outdoor Season                     ,57.64c,,,
31027,14385,M,10th Grade,2006 Outdoor Season                     ,56.84c,,,
31028,14385,M,10th Grade,2006 Outdoor Season                     ,57.57,,,
31029,14385,M,10th Grade,2006 Outdoor Season                     ,57.57,,,
31030,14385,M,9th Grade,2005 Outdoor Season                     ,1:00.14c,,,
31031,14385,M,9th Grade,2005 Outdoor Season                     ,1:06.64c,,,
31032,14386,M,10th Grade,2006 Outdoor Season                     ,53.14c,,,
31033,14386,M,10th Grade,2006 Outdoor Season                     ,52.54c,,,
31034,14386,M,10th Grade,2006 Outdoor Season                     ,53.24c,,,
31035,14386,M,10th Grade,2006 Outdoor Season                     ,,2:06.1h,,
31036,14386,M,10th Grade,2006 Outdoor Season                     ,,2:08.3h,,
31037,14386,M,10th Grade,2006 Outdoor Season                     ,,2:07.6h,,
31038,14386,M,9th Grade,2005 Outdoor Season                     ,,2:15.6h,,
31039,14386,M,9th Grade,2005 Outdoor Season                     ,,2:13.7h,,
31040,14386,M,9th Grade,2005 Outdoor Season                     ,,2:09.96,,
31041,14386,M,9th Grade,2005 Outdoor Season                     ,,2:19.37,,
31042,14386,M,9th Grade,2005 Outdoor Season                     ,,,4:42.8h,
31043,14387,M,10th Grade,2006 Outdoor Season                     ,,,5:14.1h,
31044,14387,M,10th Grade,2006 Outdoor Season                     ,,,5:11.5h,
31045,14387,M,10th Grade,2006 Outdoor Season                     ,,,5:24.9h,
31046,14387,M,10th Grade,2006 Outdoor Season                     ,,,5:15.4h,
31047,14387,M,10th Grade,2006 Outdoor Season                     ,,,5:08.1h,
31048,14387,M,10th Grade,2006 Outdoor Season                     ,,,5:26.5h,
31049,14387,M,9th Grade,2005 Outdoor Season                     ,,,5:23.0h,
31050,14387,M,9th Grade,2005 Outdoor Season                     ,,,5:08.5h,
31051,14387,M,9th Grade,2005 Outdoor Season                     ,,,5:11.5h,
31052,14387,M,9th Grade,2005 Outdoor Season                     ,,,5:17.8h,
31053,14387,M,9th Grade,2005 Outdoor Season                     ,,,5:38.7h,
31054,14388,M,12th Grade,2008 Outdoor Season                     ,,2:34.1h,,
31055,14388,M,12th Grade,2008 Outdoor Season                     ,,2:29.6h,,
31056,14388,M,12th Grade,2008 Outdoor Season                     ,,,5:04.0h,
31057,14388,M,12th Grade,2008 Outdoor Season                     ,,,4:59.2h,
31058,14388,M,12th Grade,2008 Outdoor Season                     ,,,4:49.8h,
31059,14388,M,12th Grade,2008 Outdoor Season                     ,,,4:52.56,
31060,14388,M,12th Grade,2008 Outdoor Season                     ,,,4:44.3h,
31061,14388,M,11th Grade,2007 Outdoor Season                     ,,2:26.32,,
31062,14388,M,11th Grade,2007 Outdoor Season                     ,,,5:11.0h,
31063,14388,M,11th Grade,2007 Outdoor Season                     ,,,4:57.52,
31064,14388,M,11th Grade,2007 Outdoor Season                     ,,,5:00.3h,
31065,14388,M,11th Grade,2007 Outdoor Season                     ,,,4:56.00,
31066,14388,M,10th Grade,2006 Outdoor Season                     ,,2:32.1h,,
31067,14388,M,10th Grade,2006 Outdoor Season                     ,,,4:59.8h,
31068,14388,M,10th Grade,2006 Outdoor Season                     ,,,5:00.4h,
31069,14388,M,10th Grade,2006 Outdoor Season                     ,,,4:54.1h,
31070,14388,M,10th Grade,2006 Outdoor Season                     ,,,4:49.0h,
31071,14388,M,10th Grade,2006 Outdoor Season                     ,,,4:43.8h,
31072,14388,M,10th Grade,2006 Outdoor Season                     ,,,DNS,
31073,14388,M,9th Grade,2005 Outdoor Season                     ,,2:27.2h,,
31074,14388,M,9th Grade,2005 Outdoor Season                     ,,,5:03.8h,
31075,14397,M,10th Grade,2006 Outdoor Season                     ,59.84c,,,
31076,14397,M,10th Grade,2006 Outdoor Season                     ,DQ,,,
31077,14397,M,10th Grade,2006 Outdoor Season                     ,1:00.34c,,,
31078,14397,M,10th Grade,2006 Outdoor Season                     ,59.54c,,,
31079,14397,M,10th Grade,2006 Outdoor Season                     ,1:01.14c,,,
31080,14397,M,9th Grade,2005 Outdoor Season                     ,1:00.84c,,,
31081,14398,M,12th Grade,2007 Outdoor Season                     ,54.94c,,,
31082,14398,M,12th Grade,2007 Outdoor Season                     ,,2:02.8h,,
31083,14398,M,12th Grade,2007 Outdoor Season                     ,,2:00.38,,
31084,14398,M,12th Grade,2007 Outdoor Season                     ,,2:08.2h,,
31085,14398,M,12th Grade,2007 Outdoor Season                     ,,2:03.40,,
31086,14398,M,12th Grade,2007 Outdoor Season                     ,,1:59.60,,
31087,14398,M,12th Grade,2007 Outdoor Season                     ,,,4:17.8h,
31088,14398,M,12th Grade,2007 Outdoor Season                     ,,,4:20.5h,
31089,14398,M,12th Grade,2007 Outdoor Season                     ,,,4:15.8h,
31090,14398,M,12th Grade,2007 Outdoor Season                     ,,,4:20.2h,
31091,14398,M,12th Grade,2007 Outdoor Season                     ,,,4:24.3h,
31092,14398,M,12th Grade,2007 Outdoor Season                     ,,,4:13.69,
31093,14398,M,12th Grade,2007 Outdoor Season                     ,,,4:10.05,
31094,14398,M,12th Grade,2007 Outdoor Season                     ,,,4:11.97,
31095,14398,M,11th Grade,2006 Outdoor Season                     ,,2:09.7h,,
31096,14398,M,11th Grade,2006 Outdoor Season                     ,,2:04.6h,,
31097,14398,M,11th Grade,2006 Outdoor Season                     ,,,4:31.0h,
31098,14398,M,11th Grade,2006 Outdoor Season                     ,,,4:21.0h,
31099,14398,M,11th Grade,2006 Outdoor Season                     ,,,4:23.07,
31100,14398,M,11th Grade,2006 Outdoor Season                     ,,,4:22.2h,
31101,14398,M,11th Grade,2006 Outdoor Season                     ,,,4:18.3h,
31102,14398,M,11th Grade,2006 Outdoor Season                     ,,,4:20.54,
31103,14398,M,10th Grade,2005 Outdoor Season                     ,,2:21.6h,,
31104,14398,M,10th Grade,2005 Outdoor Season                     ,,,4:59.0h,
31105,14398,M,10th Grade,2005 Outdoor Season                     ,,,4:53.5h,
31106,14398,M,10th Grade,2005 Outdoor Season                     ,,,4:52.03,
31107,14398,M,10th Grade,2005 Outdoor Season                     ,,,4:52.5h,
31108,14398,M,10th Grade,2005 Outdoor Season                     ,,,4:49.7h,
31109,14398,M,10th Grade,2005 Outdoor Season                     ,,,5:02.1h,
31110,14398,M,10th Grade,2005 Outdoor Season                     ,,,5:12.89,
31111,14399,M,10th Grade,2005 Outdoor Season                     ,,2:36.0h,,
31112,14399,M,10th Grade,2005 Outdoor Season                     ,,2:29.2h,,
31113,14399,M,10th Grade,2005 Outdoor Season                     ,,2:29.7h,,
31114,14399,M,10th Grade,2005 Outdoor Season                     ,,2:33.0h,,
31115,14399,M,10th Grade,2005 Outdoor Season                     ,,,5:43.0h,
31116,14399,M,10th Grade,2005 Outdoor Season                     ,,,5:23.5h,
31117,14399,M,10th Grade,2005 Outdoor Season                     ,,,5:21.2h,
31118,14399,M,10th Grade,2005 Outdoor Season                     ,,,5:11.9h,
31119,14400,M,12th Grade,2005 Outdoor Season                     ,,2:36.9h,,
31120,14400,M,12th Grade,2005 Outdoor Season                     ,,2:34.1h,,
31121,14400,M,12th Grade,2005 Outdoor Season                     ,,2:36.8h,,
31122,14400,M,12th Grade,2005 Outdoor Season                     ,,2:42.1h,,
31123,14400,M,12th Grade,2005 Outdoor Season                     ,,,5:24.0h,
31124,14400,M,12th Grade,2005 Outdoor Season                     ,,,5:19.7h,
31125,14412,M,9th Grade,2005 Outdoor Season                     ,,,6:34.5h,
31126,14412,M,9th Grade,2005 Outdoor Season                     ,,,6:30.8h,
31127,14413,M,12th Grade,2006 Outdoor Season                     ,1:01.34c,,,
31128,14413,M,12th Grade,2006 Outdoor Season                     ,1:00.64c,,,
31129,14413,M,11th Grade,2005 Outdoor Season                     ,1:08.54c,,,
31130,14413,M,11th Grade,2005 Outdoor Season                     ,1:08.64c,,,
31131,14413,M,11th Grade,2005 Outdoor Season                     ,1:05.94c,,,
31132,14413,M,11th Grade,2005 Outdoor Season                     ,1:06.04c,,,
31133,14413,M,11th Grade,2005 Outdoor Season                     ,1:09.64c,,,
31134,14415,M,12th Grade,2008 Outdoor Season                     ,,,4:51.0h,
31135,14415,M,12th Grade,2008 Outdoor Season                     ,,,4:47.3h,
31136,14415,M,12th Grade,2008 Outdoor Season                     ,,,4:40.52,
31137,14415,M,12th Grade,2008 Outdoor Season                     ,,,4:40.1h,
31138,14415,M,11th Grade,2007 Outdoor Season                     ,1:04.14c,,,
31139,14415,M,11th Grade,2007 Outdoor Season                     ,1:04.34c,,,
31140,14415,M,11th Grade,2007 Outdoor Season                     ,,,5:12.4h,
31141,14415,M,11th Grade,2007 Outdoor Season                     ,,,5:20.30,
31142,14415,M,11th Grade,2007 Outdoor Season                     ,,,5:02.3h,
31143,14415,M,11th Grade,2007 Outdoor Season                     ,,,5:08.9h,
31144,14415,M,11th Grade,2007 Outdoor Season                     ,,,4:45.6h,
31145,14415,M,10th Grade,2006 Outdoor Season                     ,1:00.24c,,,
31146,14415,M,10th Grade,2006 Outdoor Season                     ,,,4:52.0h,
31147,14415,M,10th Grade,2006 Outdoor Season                     ,,,4:53.26,
31148,14415,M,10th Grade,2006 Outdoor Season                     ,,,4:52.7h,
31149,14415,M,10th Grade,2006 Outdoor Season                     ,,,4:46.1h,
31150,14415,M,9th Grade,2005 Outdoor Season                     ,1:03.84c,,,
31151,14415,M,9th Grade,2005 Outdoor Season                     ,,,5:14.5h,
31152,14415,M,9th Grade,2005 Outdoor Season                     ,,,4:57.7h,
31153,14416,M,12th Grade,2006 Outdoor Season                     ,55.14c,,,
31154,14416,M,12th Grade,2006 Outdoor Season                     ,,2:11.4h,,
31155,14416,M,12th Grade,2006 Outdoor Season                     ,,2:16.56,,
31156,14416,M,12th Grade,2006 Outdoor Season                     ,,2:16.56,,
31157,14416,M,12th Grade,2006 Outdoor Season                     ,,,4:35.41,
31158,14416,M,12th Grade,2006 Outdoor Season                     ,,,4:33.4h,
31159,14416,M,12th Grade,2006 Outdoor Season                     ,,,4:30.1h,
31160,14416,M,11th Grade,2005 Outdoor Season                     ,56.74c,,,
31161,14416,M,11th Grade,2005 Outdoor Season                     ,,2:08.0h,,
31162,14416,M,11th Grade,2005 Outdoor Season                     ,,2:06.96,,
31163,14416,M,11th Grade,2005 Outdoor Season                     ,,2:08.19,,
31164,14416,M,11th Grade,2005 Outdoor Season                     ,,2:12.21,,
31165,14416,M,11th Grade,2005 Outdoor Season                     ,,,4:31.0h,
31166,14416,M,11th Grade,2005 Outdoor Season                     ,,,4:28.1h,
31167,14418,M,9th Grade,2005 Outdoor Season                     ,1:23.4h,,,
31168,14446,M,10th Grade,2005 Outdoor Season                     ,,2:33.87,,
31169,14447,M,10th Grade,2005 Outdoor Season                     ,59.35,,,
31170,14450,M,12th Grade,2005 Outdoor Season                     ,,2:05.3h,,
31171,14450,M,12th Grade,2005 Outdoor Season                     ,,,4:24.48,
31172,14454,M,12th Grade,2007 Outdoor Season                     ,59.12,,,
31173,14454,M,12th Grade,2007 Outdoor Season                     ,58.44c,,,
31174,14454,M,12th Grade,2007 Outdoor Season                     ,58.83,,,
31175,14454,M,12th Grade,2007 Outdoor Season                     ,58.55,,,
31176,14454,M,12th Grade,2007 Outdoor Season                     ,58.16,,,
31177,14456,M,10th Grade,2006 Outdoor Season                     ,,2:41.0h,,
31178,14456,M,10th Grade,2006 Outdoor Season                     ,,,5:49.2h,
31179,14456,M,10th Grade,2006 Outdoor Season                     ,,,5:39.0h,
31180,14456,M,10th Grade,2006 Outdoor Season                     ,,,NT,
31181,14456,M,10th Grade,2006 Outdoor Season                     ,,,5:35.5h,
31182,14456,M,10th Grade,2006 Outdoor Season                     ,,,5:32.4h,
31183,14456,M,10th Grade,2006 Outdoor Season                     ,,,5:15.77,
31184,14456,M,9th Grade,2005 Outdoor Season                     ,,2:44.9h,,
31185,14456,M,9th Grade,2005 Outdoor Season                     ,,2:52.8h,,
31186,14456,M,9th Grade,2005 Outdoor Season                     ,,2:38.0h,,
31187,14457,M,?,2005 Outdoor Season                     ,58.70,,,
31188,14457,M,?,2005 Outdoor Season                     ,58.47,,,
31189,14460,M,12th Grade,2008 Outdoor Season                     ,56.74c,,,
31190,14460,M,12th Grade,2008 Outdoor Season                     ,,,4:49.00,
31191,14460,M,12th Grade,2008 Outdoor Season                     ,,,4:39.1h,
31192,14460,M,12th Grade,2008 Outdoor Season                     ,,,4:41.12,
31193,14460,M,12th Grade,2008 Outdoor Season                     ,,,4:40.76,
31194,14460,M,12th Grade,2008 Outdoor Season                     ,,,4:43.20,
31195,14460,M,11th Grade,2007 Outdoor Season                     ,59.30,,,
31196,14460,M,11th Grade,2007 Outdoor Season                     ,,2:13.32,,
31197,14460,M,11th Grade,2007 Outdoor Season                     ,,,4:37.18,
31198,14460,M,11th Grade,2007 Outdoor Season                     ,,,4:33.91,
31199,14460,M,11th Grade,2007 Outdoor Season                     ,,,4:34.4h,
31200,14460,M,11th Grade,2007 Outdoor Season                     ,,,4:32.52,
31201,14460,M,11th Grade,2007 Outdoor Season                     ,,,4:39.50,
31202,14460,M,11th Grade,2007 Outdoor Season                     ,,,4:29.1h,
31203,14460,M,11th Grade,2007 Outdoor Season                     ,,,4:30.48,
31204,14460,M,11th Grade,2007 Outdoor Season                     ,,,4:35.10,
31205,14460,M,10th Grade,2006 Outdoor Season                     ,,2:16.31,,
31206,14460,M,10th Grade,2006 Outdoor Season                     ,,2:18.14,,
31207,14460,M,10th Grade,2006 Outdoor Season                     ,,2:23.20,,
31208,14460,M,10th Grade,2006 Outdoor Season                     ,,2:13.8h,,
31209,14460,M,10th Grade,2006 Outdoor Season                     ,,2:12.2h,,
31210,14460,M,10th Grade,2006 Outdoor Season                     ,,,4:48.00,
31211,14460,M,10th Grade,2006 Outdoor Season                     ,,,4:36.9h,
31212,14460,M,10th Grade,2006 Outdoor Season                     ,,,4:44.05,
31213,14460,M,10th Grade,2006 Outdoor Season                     ,,,4:37.27,
31214,14460,M,10th Grade,2006 Outdoor Season                     ,,,4:39.7h,
31215,14460,M,10th Grade,2006 Outdoor Season                     ,,,4:31.4h,
31216,14460,M,10th Grade,2006 Outdoor Season                     ,,,4:32.4h,
31217,14460,M,10th Grade,2006 Outdoor Season                     ,,,4:38.92,
31218,14460,M,10th Grade,2006 Outdoor Season                     ,,,4:26.29,
31219,14460,M,9th Grade,2005 Outdoor Season                     ,,2:25.62,,
31220,14460,M,9th Grade,2005 Outdoor Season                     ,,2:18.3h,,
31221,14460,M,9th Grade,2005 Outdoor Season                     ,,2:18.20,,
31222,14460,M,9th Grade,2005 Outdoor Season                     ,,2:20.1h,,
31223,14460,M,9th Grade,2005 Outdoor Season                     ,,2:19.4h,,
31224,14460,M,9th Grade,2005 Outdoor Season                     ,,2:20.29,,
31225,14460,M,9th Grade,2005 Outdoor Season                     ,,2:17.48,,
31226,14460,M,9th Grade,2005 Outdoor Season                     ,,,5:07.1h,
31227,14460,M,9th Grade,2005 Outdoor Season                     ,,,4:58.2h,
31228,14460,M,9th Grade,2005 Outdoor Season                     ,,,5:00.32,
31229,14460,M,9th Grade,2005 Outdoor Season                     ,,,4:48.3h,
31230,14460,M,9th Grade,2005 Outdoor Season                     ,,,4:54.11,
31231,14460,M,9th Grade,2005 Outdoor Season                     ,,,4:46.3h,
31232,14460,M,9th Grade,2005 Outdoor Season                     ,,,4:49.2h,
31233,14460,M,9th Grade,2005 Outdoor Season                     ,,,4:44.15,
31234,14460,M,9th Grade,2005 Outdoor Season                     ,,,4:44.66,
31235,14461,M,12th Grade,2005 Outdoor Season                     ,58.97,,,
31236,14461,M,12th Grade,2005 Outdoor Season                     ,57.22,,,
31237,14461,M,12th Grade,2005 Outdoor Season                     ,,2:12.8h,,
31238,14461,M,12th Grade,2005 Outdoor Season                     ,,2:15.1h,,
31239,14461,M,12th Grade,2005 Outdoor Season                     ,,,4:47.5h,
31240,14462,M,12th Grade,2008 Outdoor Season                     ,,2:18.00,,
31241,14462,M,12th Grade,2008 Outdoor Season                     ,,2:13.5h,,
31242,14462,M,12th Grade,2008 Outdoor Season                     ,,DQ,,
31243,14462,M,12th Grade,2008 Outdoor Season                     ,,2:19.96,,
31244,14462,M,12th Grade,2008 Outdoor Season                     ,,2:13.6h,,
31245,14462,M,12th Grade,2008 Outdoor Season                     ,,2:15.02,,
31246,14462,M,12th Grade,2008 Outdoor Season                     ,,2:18.3h,,
31247,14462,M,12th Grade,2008 Outdoor Season                     ,,2:16.82,,
31248,14462,M,12th Grade,2008 Outdoor Season                     ,,2:20.0h,,
31249,14462,M,12th Grade,2008 Outdoor Season                     ,,2:14.60,,
31250,14462,M,11th Grade,2007 Outdoor Season                     ,57.50,,,
31251,14462,M,11th Grade,2007 Outdoor Season                     ,57.94c,,,
31252,14462,M,11th Grade,2007 Outdoor Season                     ,,2:18.44,,
31253,14462,M,11th Grade,2007 Outdoor Season                     ,,2:13.8h,,
31254,14462,M,11th Grade,2007 Outdoor Season                     ,,2:12.65,,
31255,14462,M,11th Grade,2007 Outdoor Season                     ,,2:11.86,,
31256,14462,M,11th Grade,2007 Outdoor Season                     ,,,4:56.60,
31257,14462,M,10th Grade,2006 Outdoor Season                     ,59.14c,,,
31258,14462,M,10th Grade,2006 Outdoor Season                     ,57.84c,,,
31259,14462,M,10th Grade,2006 Outdoor Season                     ,59.09,,,
31260,14462,M,10th Grade,2006 Outdoor Season                     ,57.89,,,
31261,14462,M,10th Grade,2006 Outdoor Season                     ,58.74c,,,
31262,14462,M,10th Grade,2006 Outdoor Season                     ,58.24c,,,
31263,14462,M,10th Grade,2006 Outdoor Season                     ,58.74c,,,
31264,14462,M,10th Grade,2006 Outdoor Season                     ,58.56,,,
31265,14462,M,10th Grade,2006 Outdoor Season                     ,58.44c,,,
31266,14462,M,10th Grade,2006 Outdoor Season                     ,58.22,,,
31267,14462,M,10th Grade,2006 Outdoor Season                     ,,2:27.95,,
31268,14462,M,10th Grade,2006 Outdoor Season                     ,,2:24.18,,
31269,14462,M,10th Grade,2006 Outdoor Season                     ,,2:26.3h,,
31270,14462,M,10th Grade,2006 Outdoor Season                     ,,2:23.81,,
31271,14462,M,10th Grade,2006 Outdoor Season                     ,,,5:11.0h,
31272,14462,M,9th Grade,2005 Outdoor Season                     ,59.54c,,,
31273,14462,M,9th Grade,2005 Outdoor Season                     ,1:01.96,,,
31274,14462,M,9th Grade,2005 Outdoor Season                     ,1:00.98,,,
